concept:name,day,user,case:concept:name
Activity O,Wednesday,Lannie,892
Activity S,Friday,Lisa,892
Activity T,Friday,Anna,892
Activity P,Tuesday,Shandi,892
Activity B,Thursday,Charles,892
Activity A,Monday,Lourdes,893
Activity O,Friday,Sharee,893
Activity U,Wednesday,Anna,893
Activity X,Wednesday,Hannah,893
Activity V,Tuesday,Brian,893
Activity P,Friday,Jimmy,893
Activity B,Wednesday,Craig,893
Activity A,Sunday,Donald,894
Activity O,Monday,Sherell,894
Activity S,Monday,James,894
Activity T,Wednesday,Jin,894
Activity P,Wednesday,Frances,894
Activity B,Tuesday,Doretta,894
Activity A,Monday,Sonia,895
Activity O,Monday,Hannah,895
Activity S,Wednesday,Lisa,895
Activity T,Friday,Anna,895
Activity P,Friday,Johnny,895
Activity B,Thursday,Charles,895
Activity A,Thursday,Donald,896
Activity O,Monday,Hannah,896
Activity T,Wednesday,Jin,896
Activity P,Tuesday,Chan,896
Activity B,Tuesday,Doretta,896
Activity A,Wednesday,Sonia,897
Activity O,Friday,Sharee,897
Activity U,Wednesday,Ling,897
Activity X,Monday,Hugo,897
Activity V,Tuesday,Brian,897
Activity P,Wednesday,Frances,897
Activity B,Tuesday,Doretta,897
Activity A,Friday,Donald,898
Activity O,Wednesday,Lannie,898
Activity S,Monday,James,898
Activity T,Wednesday,Jin,898
Activity P,Wednesday,Frances,898
Activity B,Tuesday,Doretta,898
Activity A,Thursday,Sharee,899
Activity O,Monday,Hannah,899
Activity S,Friday,Lisa,899
Activity T,Friday,Anna,899
Activity P,Wednesday,Frances,899
Activity B,Thursday,Amanda,899
Activity A,Wednesday,Steve,900
Activity Z,Monday,Lannie,900
Activity AA,Wednesday,Paul,900
Activity AF,Monday,Jamika,900
Activity AB,Tuesday,Amanda,900
Activity B,Thursday,Amanda,900
Activity A,Monday,Sharee,901
Activity O,Wednesday,Hassie,901
Activity S,Wednesday,Lisa,901
Activity T,Friday,Clayton,901
Activity P,Friday,Jimmy,901
Activity B,Wednesday,Craig,901
Activity A,Thursday,Sharee,902
Activity O,Wednesday,Lannie,902
Activity S,Monday,James,902
Activity T,Wednesday,Jin,902
Activity P,Tuesday,Chan,902
Activity B,Thursday,Amanda,902
Activity A,Friday,Melany,903
Activity Z,Monday,Lannie,903
Activity AA,Wednesday,Sherlene,903
Activity AC,Tuesday,Junior,903
Activity AB,Tuesday,Jamika,903
Activity B,Tuesday,Doretta,903
Activity O,Thursday,Lucy,904
Activity U,Monday,Ronald,904
Activity W,Monday,Charles,904
Activity V,Tuesday,Brian,904
Activity P,Friday,Jimmy,904
Activity A,Friday,Donald,904
Activity B,Thursday,Craig,904
Activity A,Wednesday,Seth,905
Activity O,Monday,Hannah,905
Activity S,Wednesday,Lisa,905
Activity T,Friday,Anna,905
Activity P,Tuesday,Chan,905
Activity O,Monday,Hannah,905
Activity S,Wednesday,Lisa,905
Activity B,Tuesday,Doretta,905
Activity A,Wednesday,Sonia,906
Activity O,Friday,Sonia,906
Activity U,Thursday,Anna,906
Activity X,Monday,Hugo,906
Activity V,Friday,Emily,906
Activity P,Wednesday,Marilyn,906
Activity B,Monday,Pam,906
Activity V,Friday,Emily,906
Activity P,Wednesday,Marilyn,906
Activity A,Tuesday,Rossie,907
Activity Y,Wednesday,Lannie,907
Activity B,Thursday,Jimmy,907
Activity A,Tuesday,Rossie,907
Activity Y,Wednesday,Lannie,907
Activity B,Thursday,Jimmy,907
Activity A,Thursday,Sharee,908
Activity O,Monday,Alyce,908
Activity Q,Friday,Hoyt,908
Activity R,Tuesday,Steve,908
Activity P,Tuesday,Chan,908
Activity B,Tuesday,Doretta,908
Activity A,Friday,Sonia,909
Activity O,Tuesday,Alyce,909
Activity Q,Thursday,Lisa,909
Activity R,Monday,Steve,909
Activity P,Friday,Jimmy,909
Activity B,Wednesday,Craig,909
Activity A,Wednesday,Lourdes,910
Activity O,Wednesday,Hassie,910
Activity S,Wednesday,Lisa,910
Activity T,Friday,Clayton,910
Activity P,Wednesday,Frances,910
Activity B,Tuesday,Doretta,910
Activity A,Monday,Lourdes,911
Activity O,Friday,Sharee,911
Activity U,Thursday,Johnny,911
Activity V,Tuesday,Brian,911
Activity P,Friday,Jimmy,911
Activity X,Wednesday,Hannah,911
Activity B,Thursday,Craig,911
Activity U,Thursday,Ling,912
Activity X,Wednesday,Hannah,912
Activity V,Tuesday,Emily,912
Activity P,Tuesday,Chan,912
Activity A,Friday,Seth,912
Activity O,Friday,Sonia,912
Activity B,Thursday,Amanda,912
Activity A,Tuesday,Rossie,913
Activity Y,Wednesday,Lannie,913
Activity B,Thursday,Jimmy,913
Activity A,Wednesday,Donald,914
Activity O,Wednesday,Hassie,914
Activity S,Wednesday,Lisa,914
Activity T,Friday,Anna,914
Activity P,Tuesday,Shandi,914
Activity B,Monday,Pam,914
Activity A,Monday,Sonia,915
Activity O,Monday,Hannah,915
Activity T,Wednesday,Jin,915
Activity S,Monday,James,915
Activity P,Tuesday,Chan,915
Activity B,Tuesday,Doretta,915
Activity A,Friday,Melany,916
Activity Z,Monday,Lannie,916
Activity AA,Thursday,Paul,916
Activity AB,Friday,Amanda,916
Activity B,Tuesday,Doretta,916
Activity A,Monday,Lourdes,917
Activity O,Friday,Sonia,917
Activity U,Thursday,Ling,917
Activity X,Monday,Hugo,917
Activity V,Tuesday,Brian,917
Activity P,Tuesday,Chan,917
Activity B,Tuesday,Doretta,917
Activity A,Friday,Melany,918
Activity Z,Thursday,Lannie,918
Activity AA,Thursday,Paul,918
Activity AF,Monday,Jamika,918
Activity AB,Tuesday,Amanda,918
Activity B,Thursday,Amanda,918
Activity A,Thursday,Hugo,919
Activity Z,Thursday,Lannie,919
Activity AA,Wednesday,Jamika,919
Activity AE,Friday,Evelin,919
Activity AB,Tuesday,Jamika,919
Activity B,Thursday,Amanda,919
Activity A,Friday,Steve,920
Activity Z,Thursday,Lannie,920
Activity AA,Wednesday,Paul,920
Activity AF,Monday,Lannie,920
Activity AB,Tuesday,Amanda,920
Activity B,Thursday,Amanda,920
Activity A,Friday,Sonia,921
Activity O,Wednesday,Lannie,921
Activity S,Friday,Lisa,921
Activity T,Wednesday,Jin,921
Activity P,Tuesday,Chan,921
Activity B,Thursday,Amanda,921
Activity A,Monday,Sonia,922
Activity O,Monday,Hannah,922
Activity S,Wednesday,Lisa,922
Activity T,Wednesday,Jin,922
Activity P,Friday,Jimmy,922
Activity O,Monday,Hannah,922
Activity S,Wednesday,Lisa,922
Activity B,Wednesday,Craig,922
Activity A,Friday,Ronald,923
Activity Z,Monday,Lannie,923
Activity AA,Monday,Paul,923
Activity AF,Thursday,Alpha,923
Activity AB,Tuesday,Amanda,923
Activity B,Tuesday,Doretta,923
Activity AA,Thursday,Chan,924
Activity A,Friday,Melany,924
Activity Z,Monday,Lannie,924
Activity AC,Thursday,Jin,924
Activity AB,Tuesday,Jamika,924
Activity B,Thursday,Amanda,924
Activity A,Wednesday,Lourdes,925
Activity O,Friday,Sharee,925
Activity U,Wednesday,Carmella,925
Activity X,Monday,Hugo,925
Activity V,Friday,Emily,925
Activity P,Tuesday,Shandi,925
Activity B,Thursday,Charles,925
Activity A,Tuesday,Rossie,926
Activity Y,Wednesday,Lannie,926
Activity B,Thursday,Jimmy,926
Activity A,Friday,Melany,927
Activity Z,Thursday,Lannie,927
Activity AA,Friday,Rossana,927
Activity AF,Monday,Lannie,927
Activity AB,Tuesday,Amanda,927
Activity B,Tuesday,Doretta,927
Activity A,Wednesday,Sonia,928
Activity O,Tuesday,Alyce,928
Activity Q,Thursday,Lisa,928
Activity R,Monday,Steve,928
Activity P,Tuesday,Chan,928
Activity B,Tuesday,Doretta,928
Activity A,Friday,Donald,929
Activity O,Thursday,Lucy,929
Activity U,Saturday,Carmella,929
Activity X,Wednesday,Hannah,929
Activity V,Tuesday,Brian,929
Activity P,Friday,Johnny,929
Activity B,Thursday,Charles,929
Activity A,Friday,Donald,930
Activity O,Thursday,Lucy,930
Activity U,Wednesday,Anna,930
Activity X,Wednesday,Hannah,930
Activity V,Tuesday,Brian,930
Activity P,Tuesday,Chan,930
Activity B,Tuesday,Doretta,930
Activity A,Friday,Donald,931
Activity O,Friday,Sharee,931
Activity U,Wednesday,Anna,931
Activity X,Wednesday,Hannah,931
Activity V,Tuesday,Brian,931
Activity P,Tuesday,Chan,931
Activity B,Tuesday,Doretta,931
Activity A,Wednesday,Donald,932
Activity O,Monday,Hannah,932
Activity S,Monday,James,932
Activity T,Wednesday,Jin,932
Activity P,Wednesday,Frances,932
Activity B,Thursday,Amanda,932
Activity AA,Wednesday,Jamika,933
Activity AE,Tuesday,Rossie,933
Activity A,Friday,Melany,933
Activity Z,Monday,Lannie,933
Activity AB,Tuesday,Hoyt,933
Activity B,Wednesday,Ling,933
Activity A,Wednesday,Sonia,934
Activity O,Wednesday,Lannie,934
Activity S,Friday,Lisa,934
Activity T,Friday,Anna,934
Activity P,Friday,Jimmy,934
Activity B,Wednesday,Craig,934
Activity A,Friday,Melany,935
Activity Z,Monday,Lannie,935
Activity AA,Wednesday,Sherlene,935
Activity AC,Tuesday,Junior,935
Activity AB,Tuesday,Jamika,935
Activity B,Thursday,Amanda,935
Activity A,Friday,Melany,936
Activity Z,Thursday,Lannie,936
Random activity 7,Random day 3,Random user 69,936
Activity AA,Wednesday,Jamika,936
Activity AE,Thursday,Issac,936
Activity AB,Tuesday,Jamika,936
Activity B,Thursday,Amanda,936
Activity A,Friday,Donald,937
Activity O,Wednesday,Lannie,937
Activity S,Monday,James,937
Activity T,Friday,Clayton,937
Activity P,Tuesday,Ryan,937
Activity B,Wednesday,Craig,937
Activity A,Friday,Rossie,938
Activity Y,Wednesday,Lannie,938
Activity B,Friday,Seth,938
Activity A,Friday,Lourdes,939
Activity O,Monday,Hannah,939
Activity S,Friday,Lisa,939
Activity T,Friday,Anna,939
Activity P,Tuesday,Chan,939
Activity B,Tuesday,Doretta,939
Activity A,Monday,Lourdes,940
Activity O,Wednesday,Lannie,940
Activity S,Monday,James,940
Activity T,Friday,Anna,940
Activity P,Tuesday,Shandi,940
Activity B,Monday,Pam,940
Activity A,Monday,Lourdes,941
Activity O,Friday,Sharee,941
Activity U,Wednesday,Anna,941
Activity X,Monday,Hugo,941
Activity V,Tuesday,Brian,941
Activity P,Wednesday,Frances,941
Activity B,Thursday,Amanda,941
Activity Z,Monday,Lannie,942
Activity AA,Monday,Gema,942
Activity AD,Tuesday,Clayton,942
Activity AB,Tuesday,Amanda,942
Activity A,Friday,Melany,942
Activity B,Tuesday,Doretta,942
Activity A,Friday,Donald,943
Activity O,Friday,Sharee,943
Activity U,Wednesday,Ling,943
Activity X,Monday,Hugo,943
Activity V,Tuesday,Brian,943
Activity P,Friday,Jimmy,943
Activity B,Wednesday,Craig,943
Activity A,Monday,Sharee,944
Activity O,Wednesday,Hassie,944
Activity P,Wednesday,Frances,944
Activity B,Tuesday,Doretta,944
Activity A,Wednesday,Steve,945
Activity Z,Thursday,Lannie,945
Activity AA,Monday,Gema,945
Activity AD,Tuesday,Sherell,945
Activity AB,Tuesday,Amanda,945
Activity B,Thursday,Amanda,945
Activity A,Thursday,Lourdes,946
Activity O,Friday,Sharee,946
Activity U,Wednesday,Anna,946
Activity X,Wednesday,Hannah,946
Activity V,Tuesday,Emily,946
Activity P,Tuesday,Shandi,946
Activity B,Thursday,Charles,946
Activity A,Wednesday,Seth,947
Activity O,Wednesday,Lannie,947
Activity S,Wednesday,Lisa,947
Activity T,Wednesday,Jin,947
Activity P,Friday,Jimmy,947
Activity B,Thursday,Craig,947
Activity A,Wednesday,Donald,948
Activity O,Monday,Hannah,948
Activity S,Friday,Lisa,948
Activity T,Wednesday,Jin,948
Activity P,Friday,Jimmy,948
Activity B,Thursday,Craig,948
Activity A,Friday,Melany,949
Activity Z,Thursday,Lannie,949
Activity AA,Wednesday,Alpha,949
Activity AC,Tuesday,Junior,949
Activity AB,Tuesday,Hoyt,949
Activity B,Monday,Ling,949
Activity AA,Wednesday,Alpha,949
Activity AC,Tuesday,Junior,949
Activity AB,Tuesday,Hoyt,949
Activity O,Wednesday,Lannie,950
Activity S,Friday,Lisa,950
Activity T,Friday,Anna,950
Activity A,Friday,Seth,950
Activity P,Friday,Jimmy,950
Activity B,Wednesday,Craig,950
Activity A,Friday,Melany,951
Activity Z,Thursday,Lannie,951
Activity AA,Thursday,Chan,951
Activity AC,Tuesday,Junior,951
Activity AB,Monday,Hoyt,951
Activity B,Monday,Ling,951
Activity A,Wednesday,Lourdes,952
Activity O,Friday,Sharee,952
Activity U,Monday,Ronald,952
Activity W,Tuesday,Tiffiny,952
Activity V,Tuesday,Brian,952
Activity P,Friday,Johnny,952
Activity B,Thursday,Charles,952
Activity A,Monday,Lourdes,953
Activity O,Monday,Hannah,953
Activity S,Friday,Lisa,953
Activity T,Wednesday,Jin,953
Activity P,Friday,Jimmy,953
Activity B,Thursday,Craig,953
Activity A,Friday,Melany,954
Activity Z,Monday,Lannie,954
Activity AA,Wednesday,Jamika,954
Activity AE,Friday,Evelin,954
Activity AB,Tuesday,Hoyt,954
Activity B,Monday,Hugo,954
Activity A,Thursday,Lourdes,955
Activity O,Friday,Sharee,955
Activity U,Wednesday,Johnny,955
Activity X,Wednesday,Hannah,955
Activity V,Tuesday,Emily,955
Activity A,Thursday,Lourdes,955
Activity O,Friday,Sharee,955
Activity P,Friday,Jimmy,955
Activity B,Wednesday,Craig,955
Activity A,Friday,Seth,956
Activity O,Friday,Sharee,956
Activity U,Monday,Ronald,956
Activity W,Tuesday,Tiffiny,956
Activity V,Tuesday,Brian,956
Activity P,Wednesday,Frances,956
Activity B,Thursday,Amanda,956
Activity A,Monday,Lourdes,957
Activity O,Monday,Hannah,957
Random activity 24,Random day 4,Random user 14,957
Activity S,Wednesday,Lisa,957
Activity T,Friday,Clayton,957
Activity P,Friday,Jimmy,957
Activity B,Wednesday,Craig,957
Activity A,Friday,Melany,958
Activity Z,Monday,Lannie,958
Activity AA,Wednesday,Sherlene,958
Activity AC,Thursday,Jin,958
Activity AB,Thursday,Jamika,958
Activity B,Tuesday,Doretta,958
Activity A,Friday,Steve,959
Activity Z,Monday,Lannie,959
Activity AA,Wednesday,Maryellen,959
Activity AF,Thursday,Alpha,959
Activity AB,Tuesday,Amanda,959
Activity B,Tuesday,Doretta,959
Activity A,Wednesday,Sonia,960
Activity T,Wednesday,Jin,960
Activity O,Monday,Hannah,960
Activity S,Monday,James,960
Activity P,Tuesday,Chan,960
Activity B,Thursday,Amanda,960
Activity A,Friday,Seth,961
Activity O,Monday,Hannah,961
Activity S,Monday,James,961
Activity T,Friday,Anna,961
Activity P,Friday,Jimmy,961
Activity B,Wednesday,Craig,961
Activity A,Monday,Lourdes,962
Activity O,Wednesday,Lannie,962
Activity S,Monday,James,962
Activity T,Friday,Anna,962
Activity P,Wednesday,Marilyn,962
Activity B,Thursday,Charles,962
Activity A,Friday,Melany,963
Activity Z,Monday,Lannie,963
Activity AA,Thursday,Clayton,963
Activity AD,Tuesday,Sherell,963
Activity AB,Tuesday,Amanda,963
Activity B,Tuesday,Doretta,963
Activity A,Monday,Sharee,964
Activity O,Wednesday,Hassie,964
Activity S,Monday,James,964
Activity T,Wednesday,Jin,964
Activity P,Friday,Jimmy,964
Activity B,Wednesday,Craig,964
Activity A,Friday,Melany,965
Activity Z,Thursday,Lannie,965
Activity AA,Monday,Paul,965
Activity AF,Thursday,Alpha,965
Activity AB,Tuesday,Amanda,965
Activity B,Thursday,Amanda,965
Activity A,Friday,Sonia,966
Activity O,Thursday,Lucy,966
Activity U,Wednesday,Carmella,966
Activity X,Monday,Hugo,966
Activity P,Wednesday,Frances,966
Activity V,Tuesday,Brian,966
Activity B,Thursday,Amanda,966
Activity A,Friday,Melany,967
Activity Z,Monday,Lannie,967
Activity AA,Monday,Gema,967
Activity AD,Friday,Brant,967
Activity AB,Tuesday,Amanda,967
Activity B,Thursday,Amanda,967
Activity A,Friday,Donald,968
Activity O,Friday,Sonia,968
Activity U,Thursday,Johnny,968
Activity X,Monday,Hugo,968
Activity V,Tuesday,Brian,968
Activity P,Tuesday,Chan,968
Activity B,Tuesday,Doretta,968
Activity A,Friday,Melany,969
Activity Z,Monday,Lannie,969
Activity AA,Monday,Gema,969
Activity AD,Friday,Sherell,969
Activity AB,Tuesday,Amanda,969
Activity B,Thursday,Amanda,969
Activity A,Friday,Melany,970
Activity Z,Thursday,Lannie,970
Activity AA,Wednesday,Rossana,970
Activity AF,Thursday,Alpha,970
Activity AB,Tuesday,Amanda,970
Activity B,Thursday,Amanda,970
Activity A,Wednesday,Sonia,971
Activity O,Monday,Hannah,971
Activity S,Monday,James,971
Activity T,Friday,Anna,971
Activity P,Friday,Jimmy,971
Activity B,Thursday,Craig,971
Activity A,Friday,Donald,972
Activity O,Wednesday,Lannie,972
Activity S,Friday,Lisa,972
Activity T,Friday,Anna,972
Activity P,Friday,Jimmy,972
Activity B,Wednesday,Craig,972
Activity A,Wednesday,Steve,973
Activity AA,Thursday,Chan,973
Activity AC,Thursday,Jin,973
Activity AB,Tuesday,Jamika,973
Activity B,Thursday,Amanda,973
Activity A,Thursday,Hugo,974
Activity Z,Monday,Lannie,974
Activity AA,Monday,Rossana,974
Activity AF,Monday,Lannie,974
Activity AB,Friday,Amanda,974
Activity B,Thursday,Amanda,974
Activity A,Friday,Steve,975
Activity Z,Monday,Lannie,975
Activity AA,Monday,Gema,975
Activity AD,Tuesday,Sherell,975
Activity AB,Tuesday,Amanda,975
Activity B,Tuesday,Doretta,975
Activity A,Wednesday,Lourdes,976
Activity O,Friday,Sonia,976
Activity U,Thursday,Ling,976
Activity A,Wednesday,Lourdes,976
Activity O,Friday,Sonia,976
Activity U,Thursday,Ling,976
Activity X,Monday,Hugo,976
Activity V,Tuesday,Emily,976
Activity P,Tuesday,Ryan,976
Activity B,Wednesday,Craig,976
Activity A,Thursday,Sonia,977
Activity O,Monday,Hannah,977
Activity S,Monday,James,977
Activity T,Friday,Anna,977
Activity P,Tuesday,Chan,977
Activity S,Monday,James,977
Activity T,Friday,Anna,977
Activity B,Thursday,Amanda,977
Activity Z,Monday,Lannie,978
Activity AA,Thursday,Paul,978
Activity A,Friday,Melany,978
Activity AF,Thursday,Lannie,978
Activity AB,Tuesday,Amanda,978
Activity B,Tuesday,Doretta,978
Activity A,Friday,Melany,979
Activity Z,Thursday,Lannie,979
Activity AF,Thursday,Alpha,979
Activity AB,Tuesday,Amanda,979
Activity AA,Thursday,Rossana,979
Activity B,Thursday,Amanda,979
Activity P,Friday,Jimmy,980
Activity A,Thursday,Lourdes,980
Activity O,Friday,Sharee,980
Activity U,Wednesday,Carmella,980
Activity X,Monday,Hugo,980
Activity V,Tuesday,Emily,980
Activity B,Thursday,Craig,980
Activity A,Friday,Melany,981
Activity Z,Monday,Lannie,981
Activity AA,Thursday,Rossana,981
Activity AF,Thursday,Alpha,981
Activity AB,Tuesday,Amanda,981
Activity B,Tuesday,Doretta,981
Activity Y,Wednesday,Lannie,982
Activity B,Thursday,Jimmy,982
Activity A,Thursday,Sharee,983
Activity O,Monday,Hannah,983
Activity S,Friday,Lisa,983
Activity T,Friday,Anna,983
Activity P,Wednesday,Frances,983
Activity B,Tuesday,Doretta,983
Activity A,Wednesday,Lourdes,984
Activity O,Friday,Sonia,984
Activity U,Thursday,Johnny,984
Activity X,Monday,Hugo,984
Activity V,Tuesday,Emily,984
Activity P,Tuesday,Chan,984
Activity B,Tuesday,Doretta,984
Activity A,Monday,Lourdes,985
Activity O,Wednesday,Hassie,985
Activity S,Monday,James,985
Activity T,Friday,Clayton,985
Activity P,Wednesday,Frances,985
Activity B,Thursday,Amanda,985
Activity A,Friday,Donald,986
Activity O,Wednesday,Hassie,986
Activity S,Monday,James,986
Activity T,Friday,Clayton,986
Activity P,Friday,Johnny,986
Activity B,Monday,Pam,986
Activity A,Thursday,Seth,987
Activity O,Monday,Hannah,987
Activity S,Friday,Lisa,987
Activity T,Friday,Anna,987
Activity P,Friday,Jimmy,987
Activity B,Thursday,Craig,987
Activity A,Friday,Lourdes,988
Activity O,Friday,Sharee,988
Activity U,Wednesday,Brant,988
Activity X,Wednesday,Hannah,988
Activity V,Tuesday,Brian,988
Activity P,Tuesday,Chan,988
Activity B,Thursday,Amanda,988
Activity A,Friday,Steve,989
Activity Z,Monday,Lannie,989
Activity AA,Wednesday,Alpha,989
Activity AC,Tuesday,Junior,989
Activity AB,Tuesday,Jamika,989
Activity B,Tuesday,Doretta,989
Activity A,Saturday,Alpha,990
Activity O,Sunday,Lisa,990
Activity S,Monday,James,990
Activity T,Tuesday,Lisa,990
Activity P,Friday,Jimmy,990
Activity B,Wednesday,Craig,990
Activity A,Friday,Seth,991
Activity O,Wednesday,Lannie,991
Activity S,Monday,James,991
Activity T,Wednesday,Jin,991
Activity P,Tuesday,Chan,991
Activity B,Thursday,Amanda,991
Activity A,Friday,Melany,992
Activity Z,Monday,Lannie,992
Activity AA,Saturday,Rossana,992
Activity AF,Saturday,Alpha,992
Activity AB,Friday,Amanda,992
Activity B,Monday,Hassie,992
Activity A,Friday,Melany,993
Activity Z,Monday,Lannie,993
Activity AA,Wednesday,Sherlene,993
Activity AC,Tuesday,Junior,993
Activity AB,Tuesday,Jamika,993
Activity B,Thursday,Amanda,993
Activity A,Wednesday,Sonia,994
Activity O,Wednesday,Lannie,994
Activity S,Wednesday,Lisa,994
Random activity 1,Random day 1,Random user 21,994
Activity T,Friday,Clayton,994
Activity P,Tuesday,Ryan,994
Activity B,Wednesday,Craig,994
Activity A,Friday,Seth,995
Activity O,Thursday,Lucy,995
Activity U,Wednesday,Carmella,995
Activity X,Monday,Hugo,995
Activity V,Tuesday,Brian,995
Random activity 28,Random day 4,Random user 68,995
Activity P,Friday,Jimmy,995
Activity B,Wednesday,Craig,995
Activity A,Friday,Donald,996
Activity O,Wednesday,Hassie,996
Activity S,Wednesday,Lisa,996
Activity T,Friday,Anna,996
Activity P,Tuesday,Chan,996
Activity O,Wednesday,Hassie,996
Activity S,Wednesday,Lisa,996
Activity B,Thursday,Amanda,996
Activity A,Friday,Sonia,997
Activity O,Wednesday,Lannie,997
Activity S,Friday,Lisa,997
Activity T,Wednesday,Jin,997
Activity P,Tuesday,Chan,997
Activity B,Thursday,Amanda,997
Activity A,Tuesday,Rossie,998
Activity Y,Wednesday,Lannie,998
Activity B,Friday,Seth,998
Activity A,Friday,Seth,999
Activity O,Monday,Hannah,999
Random activity 19,Random day 3,Random user 4,999
Activity S,Friday,Lisa,999
Activity T,Friday,Anna,999
Activity P,Tuesday,Chan,999
Activity B,Tuesday,Doretta,999
Activity A,Friday,Donald,1000
Activity O,Thursday,Lucy,1000
Activity U,Thursday,Carmella,1000
